School,Department,Start Time,End Time,Description
【湖南大学】,生命医学交叉研究院,2024-05-28,2024-06-14,生命医学交叉研究院2024年​优秀大学生暑期夏令营活动通知时间：2024年05月27日为促进高校优秀大学生之间的交流，增进学生对我院学科、科研及研究生培养的了解，选拔有培养潜质的优秀大学生继续深造，我院将于2024年7月举办“全国优秀大学生暑期夏令营”活动，夏令营期间将开展我院2025年接收推荐免试研究生、直博生候选人选拔工作，欢迎全国各高校优秀大学生报名。本年度拟接收30名优秀本科生参加暑期夏令
【北京语言大学】,文学院、中华文化研究院,2024-05-28,2024-06-16,北京语言大学文学院/中华文化研究院2024年全国优秀大学生夏令营活动简章一、院系介绍北京语言大学文学院/中华文化研究院，前身为创建于1985年的北京语言学院语言文学系文学教研室，现有中国语言文学、中国史两个一级学科，汉语言文学专业获批国家级一流本科专业、北京市特色专业。招收汉语言文字学、中国古典文献学、文献语言学、中国古代文学、中国现当代文学、比较文学与世界文学、文艺学、中国史等8个专业方向的硕士
【中国农业大学】,营养与健康系,2024-05-28,2024-06-10,中国农业大学营养与健康研究院（营养与健康系）2024年暑期大学生夏令营招生简章为更好的发挥学科资源优势，为全国对营养健康感兴趣的优秀大学生创造一个了解学科前沿进展、了解中国农业大学营养与健康研究院（营养与健康系）的机会，激发青年学子对营养健康的热爱和兴趣，营养与健康研究院（营养与健康系）将于2024年暑期举办“中国农业大学营养与健康研究院（营养与健康系）暑期全国优秀大学生夏令营”活动。欢迎广大本科
【中国疾病预防控制中心】,研究生院,2024-05-28,2024-06-21,中国疾病预防控制中心2024年大学生相约疾控夏令营活动招收简章2024-05-24  中国疾病预防控制中心（以下简称中心）是由政府举办的实施国家级疾病预防控制与公共卫生技术管理和服务的公益事业单位，承担国家疾病预防控制、突发公共卫生事件应急、公共卫生相关法律法规政策和卫生标准政策研究、指导地方实施国家疾病预防控制规划和项目、全球公共卫生活动和公共卫生领域的国际交流与合作、国际援助等任务，是服务支撑
【中国科学院大学】,空间应用工程与技术中心,2024-05-28,2024-07-05,我们的空间站——2024年“太空应用”夏令营招募通知概况    中国科学院空间应用工程与技术中心（以下简称中心）是我国载人航天工程空间应用系统总体单位，负责载人航天工程空间应用系统的组织管理、战略规划、系统设计、载荷研制、集成测试，以及可靠性保障、有效载荷在轨运控管理、数据服务等工作。空间应用中心也是中国载人航天工程运行与管理支持中心的依托单位，为载人航天工程总体提供科学、技术和管理全面支撑。
【中国社会科学院大学】,社会与民族学院,2024-05-28,2024-06-23,夏令营｜中国社会科学院大学社会与民族学院2024年全国优秀大学生夏令营报名通知发布时间：2024/05/28一、学院简介中国社会科学院大学社会与民族学院（以下简称“学院”，英文名：SchoolofSociologyandEthnology）是在中国社会科学院党组领导下，在中国社会科学院社会学研究所、社会发展战略研究院、民族学与人类学研究所、民族文学研究所的支持下，融合中国社会科学院大学社会学院、社
【中国科学技术大学】,地球和空间科学学院（地球和行星物理夏令营）,2024-05-28,2024-06-30,2024年第三届地球和行星物理夏令营报名通知一、报名条件 有所在高校推免资格或有意向报考中国科学技术大学地球和空间科学学院硕士研究生的三年级本科生(2025年毕业)，对地球与行星物理的前沿、新兴交叉研究方向感兴趣（包括但不限于地球物理学、行星科学、大地测量学、地质学和地质工程、地球信息科学、海洋物理等相关专业）。二、报名程序请登录中国科学技术大学夏令营官网http://xly.ustc.edu.c
【中国科学技术大学】,地球和空间科学学院（空间科学与技术夏令营）,2024-05-28,2024-06-30,2024年第五届空间科学与技术夏令营报名通知一、报名和录取报名条件：1.有所在高校推免资格或有意向报考中国科学技术大学地球和空间科学学院空间科学与技术专业硕士研究生2.国内大学相关专业（空间科学、行星科学、大气科学、地球科学、天文学、物理学、电子科学与技术等）三年级本科生（2025毕业）报名程序：网上申报：http://xly.ustc.edu.cn/，上传材料在线报名。网上报名时间: 2024年
【南京大学】,现代工程与应用科学学院,2024-05-28,2024-06-15,南京大学魏辉课题组招收推免生魏辉课题组南京大学魏辉教授组诚邀优秀本科生加入我们，从事纳米酶前沿领域研究。有意者欢迎报名参加南京大学现代工程与应用科学学院2024年暑期学校（报名截止：6月15日），并请联系魏老师咨询相关事宜。研究组简介我们是一个充满热情和创造力的团队，研究领域聚焦于功能纳米材料（特别是纳米酶），研究方向包括：纳米酶的智能与理性设计、高通量筛选、催化机理、数据库构建、生命分析及生物医
【南方医科大学】,全校通知,2024-05-28,2024-06-15,南方医科大学2024年全国优秀大学生暑期夏令营活动公告专题发布时间：2024-05-28为促进全国各高校优秀大学生之间的学习和交流，增强考研学子们对我校的了解，广泛宣传介绍我校2025年硕士研究生相关招生动态，我校各学院拟举办全国高校优秀大学生暑期夏令营活动，内容如下：一、学校简介南方医科大学前身为中国人民解放军第一军医大学，创建于1951年，1979年被确定为全国重点大学，2004年8月整体移交
【中国科学院大学】,广州能源研究所,2024-05-28,2024-06-23,第五届新能源夏令营（广州能源所）报名通知增进优秀大学生对研究所的了解，激发青年学生对能源相关学科学习和研究的兴趣，选拔优秀本科生继续深造，中国科学院广州能源研究所2024年7月中旬将在广州举办第五届新能源夏令营。一、申请条件1.与我所2025年拟招收硕士研究生专业（见下表）相近、相关专业的全日制2025届（2025年毕业）优秀本科生报名。 2.拥护党的领导，思想品德端正，遵纪守法。 3.具有一定的
【南开大学】,周恩来政府管理学院,2024-05-28,2024-06-20,周恩来政府管理学院2025年接收推荐免试生招生宣传工作的通知——学术型硕士时间：2024-05-28为便于广大优秀应届本科生提前了解南开大学周恩来政府管理学院接收推荐免试的相关情况，我院开通2025级硕士推免网报系统，网址：http://yzxt.nankai.edu.cn/intern/frontend/web/。“南开大学推免报名系统”不能替代“教育部推免服务系统”（网址:http://yz.
【东北师范大学】,经济与管理学院,2024-05-28,2024-06-11,关于举办东北师范大学经济与管理学院2024年全国优秀大学生夏令营的通知时间：2024-05-28东北师范大学为国家首批“211工程”重点建设大学、“985工程”优势学科创新平台建设高校，2017年9月，入选国家“双一流”建设高校，是国内较早开设经济管理学科的高校之一，最早可追溯至1986年成立的经济管理系。历经国际工商管理学院（1994年成立）、商学院和经济学院（2004年分立）。2019年8月经
【南京师范大学】,生命科学学院,2024-05-28,2024-06-15,南京师范大学生命科学学院2024年全国优秀本科生暑期线上夏令营通知一、学院概况南京师范大学生命科学学院拥有生物学、生态学两个一级学科博士学位授予权，生物学、生态学博士后流动站。动物学二级学科为国家重点学科，生物学科为江苏高校优势学科，生态学科为江苏省一级学科重点学科。生科院作为主要贡献单位，支撑了南师大“植物和动物学”、“环境科学/生态学”、“农业科学”、“生物与生物化学”和“临床医学”5个ESI
